UserID,Country,Latitude,Longitude
1822918,Spain,40.463667,-3.74922
7373404,Spain,40.463667,-3.74922
5498398,Spain,40.463667,-3.74922
9415538,Spain,40.463667,-3.74922
191059,Spain,40.463667,-3.74922
3316069,Spain,40.463667,-3.74922
8607791,Spain,40.463667,-3.74922
8236121,Spain,40.463667,-3.74922
4570517,Sri Lanka,7.873054,80.771797
6434361,Sri Lanka,7.873054,80.771797
946137,Sri Lanka,7.873054,80.771797
2630099,Sri Lanka,7.873054,80.771797
5570982,Sri Lanka,7.873054,80.771797
2145830,Sri Lanka,7.873054,80.771797
1045161,Sweden,60.128161,18.643501
1196856,Sweden,60.128161,18.643501
7204738,Sweden,60.128161,18.643501
7653367,Sweden,60.128161,18.643501
2902287,Sweden,60.128161,18.643501
667879,Sweden,60.128161,18.643501
409508,Sweden,60.128161,18.643501
3162576,Sweden,60.128161,18.643501
5226311,Sweden,60.128161,18.643501
1193350,Sweden,60.128161,18.643501
293420,Sweden,60.128161,18.643501
650012,Sweden,60.128161,18.643501
4871342,Sweden,60.128161,18.643501
150655,Switzerland,46.818188,8.227512
9492673,Switzerland,46.818188,8.227512
2305545,Switzerland,46.818188,8.227512
583513,Switzerland,46.818188,8.227512
1408403,Switzerland,46.818188,8.227512
10198193,Switzerland,46.818188,8.227512
3826232,Switzerland,46.818188,8.227512
1468566,Switzerland,46.818188,8.227512
5790408,Switzerland,46.818188,8.227512
2587178,Switzerland,46.818188,8.227512
10465110,Taiwan,23.69781,120.960515
147564,Thailand,15.870032,100.992541
3618885,Thailand,15.870032,100.992541
967484,Thailand,15.870032,100.992541
467588,Thailand,15.870032,100.992541
11988745,Tunisia,33.886917,9.537499
8166286,Tunisia,33.886917,9.537499
11231694,Turkey,38.963745,35.243322
4862911,Turkey,38.963745,35.243322
2390186,Turkey,38.963745,35.243322
807905,Turkey,38.963745,35.243322
11792025,Turkey,38.963745,35.243322
298875,Turkey,38.963745,35.243322
2257122,Turkey,38.963745,35.243322
305038,Turkey,38.963745,35.243322
5291422,Turkey,38.963745,35.243322
991875,Ukraine,48.379433,31.1655799
3194048,Ukraine,48.379433,31.1655799
1192168,Ukraine,48.379433,31.1655799
763282,Ukraine,48.379433,31.1655799
9068467,Ukraine,48.379433,31.1655799
1101240,United Arab Emirates,23.424076,53.847818
493770,United Arab Emirates,23.424076,53.847818
1752899,United Arab Emirates,23.424076,53.847818
8289095,United Kingdom,55.378051,-3.435973
3989469,United Kingdom,55.378051,-3.435973
4071922,United Kingdom,55.378051,-3.435973
3254994,United Kingdom,55.378051,-3.435973
